date,star,market,source_type,realtime_or_backfilled,confidence,evidence_method,evidence,review_status,drive_file_id,drive_url,title,notes,image_drive_file_id,image_drive_url
2025-02-20,4.9,A股,公众号当日估值文章,realtime,0.995,today_market_statement,今天大盘微涨微跌，波动不大，还在4.9星,auto_high_confidence,1y0e-eejoln-Y8k1jf9oIgniFVXQogCPx,https://drive.google.com/file/d/1y0e-eejoln-Y8k1jf9oIgniFVXQogCPx/view?usp=drivesdk,［2月20日］指数估值数据(港股科技回调，医疗大涨；自由现金流指数是什么；红利指数估值表更新；百分位估值表更新）,,,
2025-02-21,4.9,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，还在4.9星,auto_high_confidence,1_lGURxopHk9RU_PFxzSO1KafY6zoKVVC,https://drive.google.com/file/d/1_lGURxopHk9RU_PFxzSO1KafY6zoKVVC/view?usp=drivesdk,［2月21日］指数估值数据(港股科技大涨；成长风格上涨，价值风格低迷；抽奖福利）,,,
2025-02-24,4.9,A股,公众号当日估值文章,realtime,0.995,today_market_statement,今天大盘微涨微跌，波动不大，还在4.9星,auto_high_confidence,1NZ0ELwncqDg4kXAd9d8ZI2oHtfxQbPxo,https://drive.google.com/file/d/1NZ0ELwncqDg4kXAd9d8ZI2oHtfxQbPxo/view?usp=drivesdk,［2月24日］指数估值数据(港股科技股回调；长期纯债基金大跌，该怎么办；月薪宝发薪日；黄金星级更新）,,,
2025-02-25,4.9,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，还在4.9星,auto_high_confidence,1hLrznvxYeFoHl7QAquvGUBrPqtB2faai,https://drive.google.com/file/d/1hLrznvxYeFoHl7QAquvGUBrPqtB2faai/view?usp=drivesdk,［2月25日］指数估值数据(螺丝钉定投实盘第353期：投顾组合发车；个人养老金定投实盘第3期）,,,
2025-02-26,4.9,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，还在4.9星,auto_high_confidence,1rPjUN--5dpYC4-As0lLeNPMKpuIUNJ0Q,https://drive.google.com/file/d/1rPjUN--5dpYC4-As0lLeNPMKpuIUNJ0Q/view?usp=drivesdk,［2月26日］指数估值数据(港股科技大幅上涨；中证全指基金要来了）,,,
2025-02-27,4.9,A股,公众号当日估值文章,realtime,0.99,opening_state_statement,还在4.9星,auto_high_confidence,1efnW7dYEVo8ASVfI38Ku7AeAY9YyQ182,https://drive.google.com/file/d/1efnW7dYEVo8ASVfI38Ku7AeAY9YyQ182/view?usp=drivesdk,［2月27日］指数估值数据(港股指数要调仓，对收益有什么影响；红利指数估值表更新；指数日报更新）,,,
2025-02-28,5.0,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，回到5星,auto_high_confidence,1fHTkJmfFYiBbf4ghG5q5u2euquiol7Lh,https://drive.google.com/file/d/1fHTkJmfFYiBbf4ghG5q5u2euquiol7Lh/view?usp=drivesdk,［2月28日］指数估值数据(A股港股大幅回调，回到5星；全球股市下跌；抽奖福利）,,,
2025-03-03,5.0,A股,公众号当日估值文章,realtime,0.985,dated_current_statement,目前2025年3月3日，市场在5.0星级,auto_high_confidence,1lUzUzS94OllGymB179Tf-WkDjpjD7gM7,https://drive.google.com/file/d/1lUzUzS94OllGymB179Tf-WkDjpjD7gM7/view?usp=drivesdk,［3月3日］指数估值数据(指数基金这么多，如何投资更稳妥；月薪宝发薪日；黄金星级更新）,,,
2025-03-04,4.9,A股,公众号当日估值文章,realtime,1.0,closing_statement,到收盘大盘微涨，回到4.9星,auto_high_confidence,10VWZd8haIzdm6vFdQ-ckadXOPe8Q4Xhk,https://drive.google.com/file/d/10VWZd8haIzdm6vFdQ-ckadXOPe8Q4Xhk/view?usp=drivesdk,［3月4日］指数估值数据(螺丝钉定投实盘第354期：投顾组合发车；个人养老金定投实盘第4期）,,,
2025-03-05,4.9,A股,公众号当日估值文章,realtime,0.995,today_market_statement,今天大盘低开高走，全天上涨，还在4.9星,auto_high_confidence,1DByj2hdd75lkc_Lyp9q6c7aiTJ9g0_ys,https://drive.google.com/file/d/1DByj2hdd75lkc_Lyp9q6c7aiTJ9g0_ys/view?usp=drivesdk,［3月5日］指数估值数据(港股科技股大涨；投资股票指数，收益从哪里来）,,,
2025-03-06,4.9,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，还在4.9星,auto_high_confidence,1NA12Nfnkw3L1V71tL0kT4yUgsgW-d5U_,https://drive.google.com/file/d/1NA12Nfnkw3L1V71tL0kT4yUgsgW-d5U_/view?usp=drivesdk,［3月6日］指数估值数据(港股继续大涨，港股估值如何；红利指数估值表更新；百分位估值表更新）,,,
2025-03-07,4.9,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘还在4.9星,auto_high_confidence,146f2SlFYaR8frIPdwUdNbMXJDNb9aLz7,https://drive.google.com/file/d/146f2SlFYaR8frIPdwUdNbMXJDNb9aLz7/view?usp=drivesdk,［3月7日］指数估值数据(股票稳定，债券下跌；市盈率和市净率百分位，该看哪个；抽奖福利）,,,
2025-03-10,4.9,A股,公众号当日估值文章,realtime,1.0,closing_statement,收盘的时候反弹了起来，全天微跌，还在4.9星,auto_high_confidence,10q27bWKqK5I4idArWyLBzn-06xfe0loE,https://drive.google.com/file/d/10q27bWKqK5I4idArWyLBzn-06xfe0loE/view?usp=drivesdk,［3月10日］指数估值数据(美元汇率大跌，对A股港股有利吗；月薪宝发薪日；黄金星级更新）,,,
2025-03-11,4.9,A股,公众号当日估值文章,realtime,0.99,opening_state_statement,还在4.9星,auto_high_confidence,1wMm_SfGbyGLeZLyRS4K_4iD_Q-44YjIk,https://drive.google.com/file/d/1wMm_SfGbyGLeZLyRS4K_4iD_Q-44YjIk/view?usp=drivesdk,［3月11日］指数估值数据(螺丝钉定投实盘第355期：投顾组合发车；个人养老金定投实盘第5期；养老指数估值表更新）,,,
2025-03-12,4.9,A股,公众号当日估值文章,realtime,0.995,today_market_statement,今天大盘微跌，波动不大，还在4.9星,auto_high_confidence,1uPwH_TP0zKlF1gZebXrSMk5Re7vWL4yi,https://drive.google.com/file/d/1uPwH_TP0zKlF1gZebXrSMk5Re7vWL4yi/view?usp=drivesdk,［3月12日］指数估值数据(美股出现波动，目前估值怎么样）,,,
2025-03-13,4.9,A股,公众号当日估值文章,realtime,0.995,today_market_statement,今天大盘整体下跌，到下午跌幅缩小，还在4.9星,auto_high_confidence,1CFMi7OOI3SqAF2kQoz8mz2U_NJhobHW2,https://drive.google.com/file/d/1CFMi7OOI3SqAF2kQoz8mz2U_NJhobHW2/view?usp=drivesdk,［3月13日］指数估值数据(推动中长期资金入市，对A股有何作用；红利指数估值表更新；指数日报更新）,,,
2025-03-14,4.8,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，回到4.8星,auto_high_confidence,10Jxh2AMcLVE3nSbmlTze-E7MVAQDuz2y,https://drive.google.com/file/d/10Jxh2AMcLVE3nSbmlTze-E7MVAQDuz2y/view?usp=drivesdk,［3月14日］指数估值数据(上涨回到4.8星级；消费白酒还在低估吗；抽奖福利）,,,
2025-03-17,4.8,A股,公众号当日估值文章,realtime,0.995,today_market_statement,今天大盘微涨微跌，还在4.8星,auto_high_confidence,1_a9LSkAy5jTFAVy28sOi8cSm_dIZrHRf,https://drive.google.com/file/d/1_a9LSkAy5jTFAVy28sOi8cSm_dIZrHRf/view?usp=drivesdk,［3月17日］指数估值数据(股票上涨，债券下跌；消费利好来了，还在低估吗；月薪宝发薪日；黄金星级更新）,,,
2025-03-18,4.8,A股,公众号当日估值文章,realtime,0.995,today_market_statement,今天大盘整体微涨，波动不大，还在4.8星,auto_high_confidence,1xjozAf9q6JnJKDiOl6HRRUdijzddJju8,https://drive.google.com/file/d/1xjozAf9q6JnJKDiOl6HRRUdijzddJju8/view?usp=drivesdk,［3月18日］指数估值数据(螺丝钉定投实盘第356期：投顾组合发车；个人养老金定投实盘第6期；养老指数估值表更新）,,,
2025-03-19,4.8,A股,公众号当日估值文章,realtime,0.995,today_market_statement,今天A股港股微涨微跌，波动不大，还在4.8星,auto_high_confidence,1FHX3eQl_SL0DMFwlb48a7tWgVoRbXqgx,https://drive.google.com/file/d/1FHX3eQl_SL0DMFwlb48a7tWgVoRbXqgx/view?usp=drivesdk,［3月19日］指数估值数据(债券基金下跌了，投资价值如何？）,,,
2025-03-20,4.8,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，还在4.8星,auto_high_confidence,1E08oxboYFKlgBS_eGHK4XWTBm6lPlAJx,https://drive.google.com/file/d/1E08oxboYFKlgBS_eGHK4XWTBm6lPlAJx/view?usp=drivesdk,［3月20日］指数估值数据(港股大跌恒生科技到低估了么；定期分红基金为何会越来越多；百分位估值表更新）,,,
2025-03-21,4.9,A股,公众号当日估值文章,realtime,0.99,opening_state_statement,回到4.9星,auto_high_confidence,1ifWQSCwYh6I9cmDmRBgXS89Pi0wVcR-k,https://drive.google.com/file/d/1ifWQSCwYh6I9cmDmRBgXS89Pi0wVcR-k/view?usp=drivesdk,［3月21日］指数估值数据(市场下跌的原因；A股港股还会上涨么；抽奖福利）,,,
2025-03-24,4.9,A股,公众号当日估值文章,realtime,1.0,closing_statement,到收盘的时候还在4.9星,auto_high_confidence,1LBnkUxDtrVgdYk6_sk6REIgHcg6PMHXr,https://drive.google.com/file/d/1LBnkUxDtrVgdYk6_sk6REIgHcg6PMHXr/view?usp=drivesdk,［3月24日］指数估值数据(神奇两点半大盘反弹；投资不同类型指数需要注意什么；月薪宝发薪日；黄金星级更新）,,,
2025-03-25,4.9,A股,公众号当日估值文章,realtime,0.995,today_market_statement,今天大盘整体微跌，波动不大，还在4.9星,auto_high_confidence,1FOfblp81yHrxbfyX6xw1TPtoQ3RUxrSm,https://drive.google.com/file/d/1FOfblp81yHrxbfyX6xw1TPtoQ3RUxrSm/view?usp=drivesdk,［3月25日］指数估值数据(螺丝钉定投实盘第357期：投顾组合发车；个人养老金定投实盘第7期；养老指数估值表更新）,,,
2025-03-26,4.9,A股,公众号当日估值文章,realtime,1.0,closing_statement,收盘，还在4.9星,auto_high_confidence,1AYZuzS5ukukI0yI3IfUsRdwCS_o6yTTA,https://drive.google.com/file/d/1AYZuzS5ukukI0yI3IfUsRdwCS_o6yTTA/view?usp=drivesdk,［3月26日］指数估值数据(如何提高财产性收入；通过基金赚钱，算不劳而获吗）,,,
2025-03-27,4.9,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，还在4.9星,auto_high_confidence,1NbvzvRqQ1UAsLx7AxE4iFg60PUZ-QYRN,https://drive.google.com/file/d/1NbvzvRqQ1UAsLx7AxE4iFg60PUZ-QYRN/view?usp=drivesdk,［3月27日］指数估值数据(港股科技、恒生科技有啥区别；红利指数估值表更新；指数日报更新）,,,
2025-03-31,5.0,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，回到5星,auto_high_confidence,116KZg19DX--fjZe1k5WSe4JC4YeZp2F7,https://drive.google.com/file/d/116KZg19DX--fjZe1k5WSe4JC4YeZp2F7/view?usp=drivesdk,［3月31日］指数估值数据(回到5星；全球股市大跌对我们投资有什么影响；月薪宝发薪日；黄金星级更新）,,,
2025-04-01,5.0,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，还在5星,auto_high_confidence,19dkYWxzFjHqoOGX2vr_ym1L_ZB9Td-lN,https://drive.google.com/file/d/19dkYWxzFjHqoOGX2vr_ym1L_ZB9Td-lN/view?usp=drivesdk,［4月1日］指数估值数据(螺丝钉定投实盘第358期：投顾组合发车；个人养老金定投实盘第8期；养老指数估值表更新）,,,
2025-04-02,5.0,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，还在5星,auto_high_confidence,1dzxFx5N-_iT1HlVWFzsNyg5erU-nQtwq,https://drive.google.com/file/d/1dzxFx5N-_iT1HlVWFzsNyg5erU-nQtwq/view?usp=drivesdk,［4月2日］指数估值数据(港股指数有哪些，投资价值如何？）,,,
2025-04-03,5.0,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，还在5星,auto_high_confidence,1xs49it6SJw1PWa-Gcox_cZegPeQ1lAXx,https://drive.google.com/file/d/1xs49it6SJw1PWa-Gcox_cZegPeQ1lAXx/view?usp=drivesdk,［4月3日］指数估值数据(全球市场大跌，关税政策落地；红利指数估值表更新；百分位估值表更新）,,,
2025-04-07,5.4,A股,公众号当日估值文章,realtime,0.99,opening_state_statement,重回5.4星,auto_high_confidence,1ipVBto1fm0_kCClIDYNfrqOE95aPPDbj,https://drive.google.com/file/d/1ipVBto1fm0_kCClIDYNfrqOE95aPPDbj/view?usp=drivesdk,［4月7日］指数估值数据(全球股市暴跌，回到5.4星级；月薪宝发薪日）,,,
2025-04-08,5.3,A股,公众号当日估值文章,realtime,1.0,closing_statement,到收盘变成上涨，回到5.3星,auto_high_confidence,1AHLUvT-UxObukH-PjTTyrsHauVkNfmXG,https://drive.google.com/file/d/1AHLUvT-UxObukH-PjTTyrsHauVkNfmXG/view?usp=drivesdk,［4月8日］指数估值数据(螺丝钉定投实盘第359期：投顾组合发车；个人养老金定投实盘第9期；养老指数估值表更新）,,,
2025-04-09,5.3,A股,公众号当日估值文章,realtime,0.99,opening_state_statement,回到5.3星,auto_high_confidence,1wTr7xR7B4Qerldw80e6028q18VwKtpqa,https://drive.google.com/file/d/1wTr7xR7B4Qerldw80e6028q18VwKtpqa/view?usp=drivesdk,［4月9日］指数估值数据(A股港股深V反弹；国家队大举买指数基金，有什么特点？）,,,
2025-04-10,5.2,A股,公众号当日估值文章,realtime,0.99,opening_state_statement,回到5.2星,auto_high_confidence,1T2k7xoNIzxKLmGAMfm9vA47WMVyEMVBA,https://drive.google.com/file/d/1T2k7xoNIzxKLmGAMfm9vA47WMVyEMVBA/view?usp=drivesdk,［4月10日］指数估值数据(全球股市反弹；国家队贷款买指数基金划算么；红利专题估值表更新；指数日报更新）,,,
2025-04-11,5.2,A股,公众号当日估值文章,realtime,1.0,closing_statement,到收盘变成上涨，还在5.2星,auto_high_confidence,17FHbFk9MBdwzJkMNtbjittZjyqHCM7T3,https://drive.google.com/file/d/17FHbFk9MBdwzJkMNtbjittZjyqHCM7T3/view?usp=drivesdk,［4月11日］指数估值数据(A股港股继续上涨；中概会受美股退市影响么；港股专题估值表更新；抽奖福利）,,,
2025-04-14,5.1,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，回到5.1星,auto_high_confidence,1kkdx68aOKQ3HfIegGNvJYoNrxL-f9FKd,https://drive.google.com/file/d/1kkdx68aOKQ3HfIegGNvJYoNrxL-f9FKd/view?usp=drivesdk,［4月14日］指数估值数据(上涨回到5.1星；港股医药指数的分类；月薪宝发薪日；黄金星级更新）,,,
2025-04-15,5.1,A股,公众号当日估值文章,realtime,0.99,opening_state_statement,还在5.1星,auto_high_confidence,1JxJN4CbwTH1VkLq-zpShzKhTofqjH3Se,https://drive.google.com/file/d/1JxJN4CbwTH1VkLq-zpShzKhTofqjH3Se/view?usp=drivesdk,［4月15日］指数估值数据(螺丝钉定投实盘第360期：投顾组合发车；个人养老金定投实盘第10期；养老指数估值表更新）,,,
2025-04-16,5.2,A股,公众号当日估值文章,realtime,0.99,opening_state_statement,回到5.2星,auto_high_confidence,12lsayY7Zg0lFwOhHgCZTkuFsgKo4F3B6,https://drive.google.com/file/d/12lsayY7Zg0lFwOhHgCZTkuFsgKo4F3B6/view?usp=drivesdk,［4月16日］指数估值数据(神奇两点半再现；国家队买入指数基金，会卖出么）,,,
2025-04-18,5.2,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，还在5.2星,auto_high_confidence,1ZY2UBZbY1zPY-rKVTMZSySg5LedFcM2R,https://drive.google.com/file/d/1ZY2UBZbY1zPY-rKVTMZSySg5LedFcM2R/view?usp=drivesdk,［4月18日］指数估值数据(GDP增长，和股价上涨，是啥关系；港股专题估值表更新；抽奖福利）,,,
2025-04-21,5.1,A股,公众号当日估值文章,realtime,1.0,closing_statement,截止到收盘，回到5.1星,auto_high_confidence,16ZclwmqRVK5P5xjkEYVp-gnYRvMJVitp,https://drive.google.com/file/d/16ZclwmqRVK5P5xjkEYVp-gnYRvMJVitp/view?usp=drivesdk,［4月21日］指数估值数据(怎么看国家队买了多少指数基金；月薪宝要高估止盈吗；月薪宝发薪日；黄金星级更新）,,,
2025-04-22,5.1,A股,公众号当日估值文章,realtime,1.0,closing_statement,到收盘微涨微跌，波动不大，还在5.1星,auto_high_confidence,1CnUL7fST6vXG13M9ryXjdDRYrdztZGcZ,https://drive.google.com/file/d/1CnUL7fST6vXG13M9ryXjdDRYrdztZGcZ/view?usp=drivesdk,［4月22日］指数估值数据(螺丝钉定投实盘第361期：投顾组合发车；个人养老金定投实盘第11期；养老指数估值表更新）,,,
